Epoch,Train Loss,Val Loss
1,0.09055429369980873,0.12150998413562775
2,0.0761493263840449,0.11419973522424698
3,0.0722607353472275,0.12237253040075302
4,0.0701123257310183,0.11864083260297775
5,0.06843634585871518,0.11677047610282898
6,0.06731466805718718,0.12682388722896576
7,0.06638705614986774,0.12688173353672028
8,0.06568549454263123,0.12393920123577118
9,0.06511113885867927,0.13704116642475128
10,0.06439800261404185,0.12702079117298126
11,0.0638514962402465,0.13475742936134338
12,0.06337631987078851,0.1430647373199463
13,0.06293846512255087,0.13583289086818695
14,0.06250696386073734,0.14293509721755981
15,0.0621636768342468,0.15409822762012482
16,0.06183328758677602,0.13546468317508698
17,0.06151911917376374,0.14803774654865265
18,0.0612326667632411,0.14721524715423584
19,0.061111391262719715,0.14690029621124268
20,0.060793109268708415,0.1360250562429428
21,0.06054860337312304,0.14333650469779968
22,0.06036897490357791,0.1658753901720047
